WORK,IS_PASSED,LOC,AVG_METHOD_LENGTH,PERCENTAGE_VOLUME_METHODS_WITH_LENGTH_LESS_THAN_15,PERCENTAGE_VOLUME_METHODS_WITH_LENGTH_MORE_THAN_15,PERCENTAGE_VOLUME_METHODS_WITH_LENGTH_MORE_THAN_30,PERCENTAGE_VOLUME_METHODS_WITH_LENGTH_MORE_THAN_60,COUNT_METHODS_WITH_CYCL_COMPL_IN_RANGE_0_10,COUNT_METHODS_WITH_CYCL_COMPL_IN_RANGE_11_999,COUNT_METHODS_WITH_CYCL_COMPL_IN_RANGE_21_999,COUNT_METHODS_WITH_CYCL_COMPL_IN_RANGE_41_999,PERCENTAGE_METHODS_WITH_CYCL_COMPL_IN_RANGE_0_999,PERCENTAGE_METHODS_WITH_CYCL_COMPL_IN_RANGE_11_999,PERCENTAGE_METHODS_WITH_CYCL_COMPL_IN_RANGE_21_999,PERCENTAGE_METHODS_WITH_CYCL_COMPL_IN_RANGE_41_999,COUNT_METHODS_WITH_ABC_IN_RANGE_0_10,COUNT_METHODS_WITH_ABC_IN_RANGE_11_999,COUNT_METHODS_WITH_ABC_IN_RANGE_21_999,COUNT_METHODS_WITH_ABC_IN_RANGE_41_999,COUNT_METHODS_WITH_ABC_IN_RANGE_61_999,COUNT_METHODS_WITH_ABC_IN_RANGE_101_999,PERCENTAGE_METHODS_WITH_ABC_IN_RANGE_0_10,PERCENTAGE_METHODS_WITH_ABC_IN_RANGE_11_999,PERCENTAGE_METHODS_WITH_ABC_IN_RANGE_21_999,PERCENTAGE_METHODS_WITH_ABC_IN_RANGE_41_999,PERCENTAGE_METHODS_WITH_ABC_IN_RANGE_61_999,PERCENTAGE_METHODS_WITH_ABC_IN_RANGE_101_999
java13,1,5395006,13.700006111212964,0.13853348819259886,0.31358389592152447,0.24990259510369406,0.1893871851115643,175586,3115,896,226,1.0,0.12035293886132038,0.057076242140788526,0.022454304240448412,163088,15611,5824,1659,689,222,0.6672716523940871,0.33169726169821284,0.2028701495915014,0.10122024814937504,0.060285932626427945,0.02881669875400545
java15,1,5238644,14.028896590483328,0.13484825462467004,0.3177054978349359,0.25515457816946524,0.19639891544453106,166738,2852,783,186,1.0,0.11318821580179925,0.051854082727622444,0.0199277196250329,154878,14711,5485,1555,649,207,0.6792398075222882,0.320183164274193,0.1952768048159921,0.09701286671660829,0.05791583149426684,0.028065588872466643
java16,1,5309585,13.924258365545162,0.13744030842335136,0.316324533838332,0.25406109893711093,0.19564466902780536,170754,2863,791,187,1.0,0.11126039356610605,0.0511297250698646,0.019586162471054908,158645,14971,5483,1559,647,202,0.6818523863540618,0.31757981457707896,0.19201694431958122,0.09560856397057572,0.05676205940058183,0.02704807157920776
java17,1,4464282,15.184779716144293,0.12360845484223443,0.3315791878738843,0.27432989224247034,0.2183627736778277,132015,2245,643,157,1.0,0.1089328896513238,0.05098406268238647,0.020170406173754457,123184,11076,4157,1217,510,162,0.6989679570648093,0.30103204293519076,0.18422399445692753,0.09325146671942033,0.05585836426214245,0.026933407345948943
java19,1,4288874,16.068985502706006,0.12051111783652306,0.3529975466754211,0.298349170434944,0.24470455415570613,124636,2085,602,149,1.0,0.10221491920254833,0.04854839352990099,0.01939316108427191,116488,10233,3890,1154,489,157,0.719699293733218,0.280300706266782,0.17313556747302444,0.08862877489328197,0.053672927030917084,0.026129852044913898
